Stock Name,Symbol,Sector,Industry,Market Cap(Rs. Cr.),Source_File
Kronox Lab Sciences Ltd.,KRONOX,Chemicals,Chemicals,559.16,sectors\chemicals.csv
Chemfab Alkalis Ltd.,CHEMFAB,Chemicals,Chemicals,543.33,sectors\chemicals.csv
Aries Agro Ltd.,ARIES,Chemicals,Fertilizers,534.67,sectors\chemicals.csv
Black Rose Industries Ltd.,BLACKROSE,Chemicals,Chemicals,534.48,sectors\chemicals.csv
DIC India Ltd.,DICIND,Chemicals,Chemicals,522.97,sectors\chemicals.csv
Plastiblends India Ltd.,PLASTIBLEN,Chemicals,Chemicals,517.44,sectors\chemicals.csv
Khaitan Chemicals & Fertilizers Ltd.,KHAICHEM,Chemicals,Fertilizers,505.7,sectors\chemicals.csv
Vipul Organics Ltd.,VIPULORG,Chemicals,Dyes & Pigments,466.07,sectors\chemicals.csv
Indogulf Cropsciences Ltd.,IGCL,Chemicals,Pesticides & Agrochemicals,448.57,sectors\chemicals.csv
Mahamaya Lifesciences Ltd.,MAHALIFE,Chemicals,Pesticides & Agrochemicals,435.33,sectors\chemicals.csv
Asahi Songwon Colors Ltd.,ASAHISONG,Chemicals,Dyes & Pigments,429.29,sectors\chemicals.csv
Rama Phosphates Ltd.,RAMAPHO,Chemicals,Fertilizers,425.17,sectors\chemicals.csv
Shivalik Rasayan Ltd.,SHIVALIK,Chemicals,Pesticides & Agrochemicals,419.67,sectors\chemicals.csv
Lords Chloro Alkali Ltd.,LORDSCHLO,Chemicals,Chemicals,399.43,sectors\chemicals.csv
Naperol Investments Ltd.,NAPEROL,Chemicals,Chemicals,393.87,sectors\chemicals.csv
National Peroxide Ltd.,NPL,Chemicals,Chemicals,387.78,sectors\chemicals.csv
Mangalam Organics Ltd.,MANORG,Chemicals,Chemicals,385.31,sectors\chemicals.csv
Andhra Petrochemicals Ltd.,ANDHRAPET,Chemicals,Chemicals,378.89,sectors\chemicals.csv
Infinium Pharmachem Ltd.,INFINIUM,Chemicals,Chemicals,373.61,sectors\chemicals.csv
Ushanti Colour Chem Ltd.,UCL,Chemicals,Dyes & Pigments,361.05,sectors\chemicals.csv
Nikhil Adhesives Ltd.,NIKHILAD,Chemicals,Chemicals,357.44,sectors\chemicals.csv
Alufluoride Ltd.,ALUFLUOR,Chemicals,Chemicals,342.19,sectors\chemicals.csv
Hi-Green Carbon Ltd.,HIGREEN,Chemicals,Carbon Black,339.74,sectors\chemicals.csv
Devson Catalyst Ltd.,DEVSON,Chemicals,Chemicals,337.93,sectors\chemicals.csv
Goa Carbon Ltd.,GOACARBON,Chemicals,Carbon Black,332.64,sectors\chemicals.csv
HP Adhesives Ltd.,HPAL,Chemicals,Chemicals,323.77,sectors\chemicals.csv
Narmada Gelatines Ltd.,SHAWGELTIN,Chemicals,Chemicals,297.61,sectors\chemicals.csv
Dynemic Products Ltd.,DYNPRO,Chemicals,Dyes & Pigments,289.27,sectors\chemicals.csv
Mahickra Chemicals Ltd.,MAHICKRA,Chemicals,Chemicals,288.39,sectors\chemicals.csv
India Gelatine & Chemicals Ltd.,INDGELA,Chemicals,Chemicals,285.22,sectors\chemicals.csv
Poddar Pigments Ltd.,PODDARMENT,Chemicals,Dyes & Pigments,275.86,sectors\chemicals.csv
Hindustan Organic Chemicals Ltd.,HOCL,Chemicals,Chemicals,251.97,sectors\chemicals.csv
Indian Toners & Developers Ltd.,INDTONER,Chemicals,Chemicals,249.3,sectors\chemicals.csv
Diamines & Chemicals Ltd.,DIAMINESQ,Chemicals,Chemicals,244.25,sectors\chemicals.csv
Sanginita Chemicals Ltd.,SANGINITA,Chemicals,Chemicals,243.32,sectors\chemicals.csv
Dai-Ichi Karkaria Ltd.,DAICHI,Chemicals,Chemicals,242.95,sectors\chemicals.csv
Sikko Industries Ltd.,SIKKO,Chemicals,Pesticides & Agrochemicals,242.86,sectors\chemicals.csv
Aksharchem (India) Ltd.,AKSHARCHEM,Chemicals,Dyes & Pigments,240.59,sectors\chemicals.csv
Chembond Material Technologies Ltd.,CHEMBOND,Chemicals,Chemicals,239.38,sectors\chemicals.csv
Cochin Minerals & Rutile Ltd.,COCHINM,Chemicals,Chemicals,233.26,sectors\chemicals.csv
Patel Chem Specialities Ltd.,PATELCHEM,Chemicals,Chemicals,228.88,sectors\chemicals.csv
Nova Agritech Ltd.,NOVAAGRI,Chemicals,Pesticides & Agrochemicals,226.86,sectors\chemicals.csv
DCM Shriram Fine Chemicals Ltd.,DSFCL,Chemicals,Chemicals,222.35,sectors\chemicals.csv
Balaji Phosphates Ltd.,BALAJIPHOS,Chemicals,Fertilizers,211.62,sectors\chemicals.csv
SPEB Adhesives Ltd.,SPEB,Chemicals,Chemicals,204.2,sectors\chemicals.csv
Resonance Specialties Ltd.,RESONANCE,Chemicals,Chemicals,196.25,sectors\chemicals.csv
ARCL Organics Ltd.,ARCL,Chemicals,Chemicals,191.76,sectors\chemicals.csv
ZR2 Bioenergy Ltd.,ZR2,Chemicals,Chemicals,191.11,sectors\chemicals.csv
Arvee Laboratories (India) Ltd.,ARVEE,Chemicals,Chemicals,182.94,sectors\chemicals.csv
Ducol Organics & Colours Ltd.,DUCOL,Chemicals,Dyes & Pigments,182.48,sectors\chemicals.csv
Kesar Petroproducts Ltd.,KESARPE,Chemicals,Chemicals,182.03,sectors\chemicals.csv
Anya Polytech & Fertilizers Ltd.,ANYA,Chemicals,Fertilizers,181.8,sectors\chemicals.csv
IVP Ltd.,IVP,Chemicals,Chemicals,180.92,sectors\chemicals.csv
Jaysynth Orgochem Ltd.,JAYSYNTH,Chemicals,Dyes & Pigments,178.08,sectors\chemicals.csv
Indian Phosphate Ltd.,IPHL,Chemicals,Fertilizers,162.68,sectors\chemicals.csv
Kanchi Karpooram Ltd.,KANCHI,Chemicals,Chemicals,160.7,sectors\chemicals.csv
Shivam Chemicals Ltd.,SHIVAM,Chemicals,Chemicals,160.27,sectors\chemicals.csv
Neochem Bio Solutions Ltd.,NEOCHEM,Chemicals,Chemicals,155.8,sectors\chemicals.csv
Vikas EcoTech Ltd.,VIKASECO,Chemicals,Chemicals,152.72,sectors\chemicals.csv
Polson Ltd.,POLSON,Chemicals,Chemicals,144.57,sectors\chemicals.csv
Nagarjuna Fertilizers and Chemicals Ltd.,NAGAFERT,Chemicals,Fertilizers,144.13,sectors\chemicals.csv
Hindprakash Industries Ltd.,HPIL,Chemicals,Dyes & Pigments,142.86,sectors\chemicals.csv
Crop Life Science Ltd.,CLSL,Chemicals,Pesticides & Agrochemicals,131.98,sectors\chemicals.csv
Ishan Dyes and Chemicals Ltd.,ISHANCH,Chemicals,Dyes & Pigments,131.58,sectors\chemicals.csv
Vital Chemtech Ltd.,VITAL,Chemicals,Chemicals,130.53,sectors\chemicals.csv
Archit Organosys Ltd.,ARCHITORG,Chemicals,Chemicals,130.47,sectors\chemicals.csv
Jocil Ltd.,JOCIL,Chemicals,Chemicals,129.91,sectors\chemicals.csv
Chemcrux Enterprises Ltd.,CHEMCRUX,Chemicals,Chemicals,128.64,sectors\chemicals.csv
Bharat Agri Fert & Realty Ltd.,BHARATAGRI,Chemicals,Fertilizers,120.56,sectors\chemicals.csv
Hindcon Chemicals Ltd.,HINDCON,Chemicals,Chemicals,116.25,sectors\chemicals.csv
Shree Hari Chemicals Export Ltd.,SHHARICH,Chemicals,Chemicals,112.97,sectors\chemicals.csv
Basant Agro Tech (India) Ltd.,BASANTGL,Chemicals,Fertilizers,105.13,sectors\chemicals.csv
Biopol Chemicals Ltd.,BIOPOL,Chemicals,Chemicals,101.73,sectors\chemicals.csv
Renol Polychem Ltd.,RNPL,Chemicals,Chemicals,100.3,sectors\chemicals.csv
Ambani Orgochem Ltd.,AMBANIORGO,Chemicals,Chemicals,99.34,sectors\chemicals.csv
Deepak Chemtex Ltd.,DEEPAKCHEM,Chemicals,Chemicals,96.69,sectors\chemicals.csv
Paragon Fine And Speciality Chemical Ltd.,PARAGON,Chemicals,Chemicals,94.99,sectors\chemicals.csv
Deep Polymers Ltd.,DEEP,Chemicals,Chemicals,85.69,sectors\chemicals.csv
Starbeam Ventures Ltd.,STARBEAM,Chemicals,Fertilizers,83.01,sectors\chemicals.csv
Polychem Ltd.,POLYCHEM,Chemicals,Chemicals,78.43,sectors\chemicals.csv
Technichem Organics Ltd.,TECHNICHEM,Chemicals,Chemicals,77.95,sectors\chemicals.csv
Indian Emulsifiers Ltd.,IEML,Chemicals,Chemicals,77.64,sectors\chemicals.csv
Super Crop Safe Ltd.,SUCROSA,Chemicals,Pesticides & Agrochemicals,76.12,sectors\chemicals.csv
Aristo Bio-Tech and Lifescience Ltd.,ARISTO,Chemicals,Pesticides & Agrochemicals,73.52,sectors\chemicals.csv
Ritesh International Ltd.,RITESHIN,Chemicals,Chemicals,70.13,sectors\chemicals.csv
Sunil Healthcare Ltd.,SUNLOC,Chemicals,Chemicals,69.92,sectors\chemicals.csv
Alkali Metals Ltd.,ALKALI,Chemicals,Chemicals,69.24,sectors\chemicals.csv
Eiko Lifesciences Ltd.,EIKO,Chemicals,Chemicals,69.06,sectors\chemicals.csv
AVSL Industries Ltd.,AVSL,Chemicals,Chemicals,63.81,sectors\chemicals.csv
Teesta Agro Industries Ltd.,TEEAI,Chemicals,Fertilizers,63.31,sectors\chemicals.csv
Retina Paints Ltd.,RETINA,Chemicals,Paints,62.22,sectors\chemicals.csv
Bhaskar Agrochemicals Ltd.,BHASKAGR,Chemicals,Pesticides & Agrochemicals,59.26,sectors\chemicals.csv
Hardcastle & Waud Manufacturing Company Ltd.,HARDCAS,Chemicals,Chemicals,58.1,sectors\chemicals.csv
Shentracon Chemicals Ltd.,SHENTRA,Chemicals,Chemicals,58.1,sectors\chemicals.csv
Mehul Colours Ltd.,MEHUL,Chemicals,Dyes & Pigments,58.01,sectors\chemicals.csv
Agro Phos India Ltd.,AGROPHOS,Chemicals,Fertilizers,55.41,sectors\chemicals.csv
Shreyas Intermediates Ltd.,SHREYASI,Chemicals,Dyes & Pigments,54.34,sectors\chemicals.csv
Dhansa Labs Ltd.,DHANSA,Chemicals,Pesticides & Agrochemicals,54.08,sectors\chemicals.csv
Shlokka Dyes Ltd.,SHLOKKA,Chemicals,Dyes & Pigments,53.46,sectors\chemicals.csv
The Phosphate Company Ltd.,PHOSPHATE,Chemicals,Fertilizers,50.5,sectors\chemicals.csv
Polylink Polymers (India) Ltd.,POLYLINK,Chemicals,Chemicals,48.6,sectors\chemicals.csv
Snehaa Organics Ltd.,SNEHAA,Chemicals,Chemicals,47.84,sectors\chemicals.csv
Vahh Chemicals Ltd.,VAHH,Chemicals,Chemicals,45.27,sectors\chemicals.csv
Aimco Pesticides Ltd.,AIMCOPEST,Chemicals,Pesticides & Agrochemicals,44.7,sectors\chemicals.csv
Camex Ltd.,CAMEXLTD,Chemicals,Dyes & Pigments,40.87,sectors\chemicals.csv
Crestchem Ltd.,CRSTCHM,Chemicals,Chemicals,40.55,sectors\chemicals.csv
Shiva Global Agro Industries Ltd.,SHIVAAGRO,Chemicals,Fertilizers,38.37,sectors\chemicals.csv
Unilex Colours And Chemicals Ltd.,UNILEX,Chemicals,Dyes & Pigments,38.13,sectors\chemicals.csv
Prolife Industries Ltd.,PROLIFE,Chemicals,Dyes & Pigments,37.24,sectors\chemicals.csv
Yug Decor Ltd.,YUG,Chemicals,Chemicals,37.22,sectors\chemicals.csv
Vadivarhe Speciality Chemicals Ltd.,VSCL,Chemicals,Chemicals,35.85,sectors\chemicals.csv
Bhatia Colour Chem Ltd.,BCCL,Chemicals,Chemicals,34.94,sectors\chemicals.csv
Medi-Caps Ltd.,MEDICAPQ,Chemicals,Chemicals,33.78,sectors\chemicals.csv
Seya Industries Ltd.,SEYAIND,Chemicals,Chemicals,33.74,sectors\chemicals.csv
Dynamic Industries Ltd.,DYNAMIND,Chemicals,Dyes & Pigments,33.21,sectors\chemicals.csv
MCON Rasayan India Ltd.,MCON,Chemicals,Chemicals,32.28,sectors\chemicals.csv
TCM Ltd.,TCMLMTD,Chemicals,Chemicals,31.56,sectors\chemicals.csv
Bohra Industries Ltd.,BOHRAIND,Chemicals,Fertilizers,31.42,sectors\chemicals.csv
Haryana Leather Chemicals Ltd.,HARLETH,Chemicals,Chemicals,29.91,sectors\chemicals.csv
Daikaffil Chemicals India Ltd.,DAIKAFFI,Chemicals,Pesticides & Agrochemicals,26.52,sectors\chemicals.csv
Vikram Aroma Ltd.,VIKRAMAR,Chemicals,Chemicals,25.73,sectors\chemicals.csv
Arunaya Organics Ltd.,ARUNAYA,Chemicals,Dyes & Pigments,25.61,sectors\chemicals.csv
Chemiesynth (Vapi) Ltd.,CHEMIESYNT,Chemicals,Chemicals,24.93,sectors\chemicals.csv
Machhar Industries Ltd.,MACIND,Chemicals,Chemicals,24.83,sectors\chemicals.csv
Asian Petroproducts & Exports Ltd.,ASINPET,Chemicals,Chemicals,22.47,sectors\chemicals.csv
Span Divergent Ltd.,SDL,Chemicals,Chemicals,21.96,sectors\chemicals.csv
Tulasee Bio-Ethanol Ltd.,TULASEEBIOE,Chemicals,Chemicals,21.47,sectors\chemicals.csv
Caprolactam Chemicals Ltd.,CAPRO,Chemicals,Chemicals,20.91,sectors\chemicals.csv
Vikas WSP Ltd.,VIKASWSP,Chemicals,Chemicals,19.42,sectors\chemicals.csv
Yasons Chemex Care Ltd.,YCCL,Chemicals,Dyes & Pigments,18.63,sectors\chemicals.csv
Jayshree Chemicals Ltd.,JAYCH,Chemicals,Chemicals,17.86,sectors\chemicals.csv
Vivid Global Industries Ltd.,VIVIDIND,Chemicals,Chemicals,17.24,sectors\chemicals.csv
Organic Coatings Ltd.,ORGCOAT,Chemicals,Chemicals,17.15,sectors\chemicals.csv
Tecil Chemicals & Hydro Power Ltd.,TECILCHEM,Chemicals,Chemicals,16.59,sectors\chemicals.csv
Advance Petrochemicals Ltd.,ADVPETR-B,Chemicals,Chemicals,16.25,sectors\chemicals.csv
Vikas Proppant & Granite Ltd.,VIKASPROP,Chemicals,Chemicals,12.35,sectors\chemicals.csv
Zinema Media & Entertainment Ltd.,ZINEMA,Chemicals,Chemicals,12.09,sectors\chemicals.csv
Link Pharma Chem Ltd.,LINKPH,Chemicals,Chemicals,11.22,sectors\chemicals.csv
CJ Gelatine Products Ltd.,CJGEL,Chemicals,Chemicals,10.83,sectors\chemicals.csv
Sreechem Resins Ltd.,SRECR,Chemicals,Chemicals,10.31,sectors\chemicals.csv
Saptak Chem And Business Ltd.,SCBL,Chemicals,Fertilizers,10.11,sectors\chemicals.csv
Lime Chemicals Ltd.,LIMECHM,Chemicals,Chemicals,9.76,sectors\chemicals.csv
Phyto Chem (India) Ltd.,PHYTO,Chemicals,Pesticides & Agrochemicals,8.47,sectors\chemicals.csv
Indo Euro Indchem Ltd.,INDOEURO,Chemicals,Chemicals,8.06,sectors\chemicals.csv
Rite Zone Chemcon India Ltd.,RITEZONE,Chemicals,Chemicals,7.72,sectors\chemicals.csv
Vellora Impact Ltd.,VELLORA,Chemicals,Dyes & Pigments,6.71,sectors\chemicals.csv
Saianand Commercial Ltd.,SAICOM,Chemicals,Chemicals,5.0,sectors\chemicals.csv
MP Agro Industries Ltd.,MPAGI,Chemicals,Fertilizers,4.64,sectors\chemicals.csv
Revati Media Ltd.,REVAMEDIA,Chemicals,Chemicals,3.66,sectors\chemicals.csv
Indo Gulf Industries Ltd.,IGLFXPL-B,Chemicals,Chemicals,2.85,sectors\chemicals.csv
Omkar Speciality Chemicals Ltd.,OMKARCHEM,Chemicals,Chemicals,0.37,sectors\chemicals.csv
Garodia Chemicals Ltd.,GARODCH,Chemicals,Chemicals,0.28,sectors\chemicals.csv
Ushanti Colour Chem Ltd. - RE,UCL-RE,Chemicals,Chemicals,0.0,sectors\chemicals.csv
Asian Petroproducts And Exports Ltd. - (Rights Entitlements (REs)),ASIANP-RE,Chemicals,Chemicals,0.0,sectors\chemicals.csv
Sikko Industries Ltd. - (Rights Entitlements),SIKKO-RE,Chemicals,Pesticides & Agrochemicals,0.0,sectors\chemicals.csv
UPL Ltd. - (Partly Paid-up Equity Shares),UPLPP1,Chemicals,Pesticides & Agrochemicals,0.0,sectors\chemicals.csv
Camlin Fine Sciences Ltd. - (Rights Entitlements (REs)),CAMLIN-RE,Chemicals,Chemicals,0.0,sectors\chemicals.csv
Vipul Organics Ltd. - (Rights Entitlements (REs)),VIPUL-RE,Chemicals,Dyes & Pigments,0.0,sectors\chemicals.csv
Indra Industries Ltd. - (Rights Entitlements (REs)),INDRA-RE,Chemicals,Fertilizers,0.0,sectors\chemicals.csv
Astec Lifesciences Ltd. - (Rights Entitlements (REs)),ASTEC-RE,Chemicals,Pesticides & Agrochemicals,0.0,sectors\chemicals.csv
Sunshield Chemicals Ltd. - (Rights Entitlements (REs)),SUNSHI-RE,Chemicals,Chemicals,0.0,sectors\chemicals.csv
NACL Industries Ltd. - (Rights Entitlements (REs)),NACL-RE,Chemicals,Pesticides & Agrochemicals,0.0,sectors\chemicals.csv
Yug Decor Ltd. - ( Rights Entitlements (REs) ),YUG-RE1,Chemicals,Chemicals,0.0,sectors\chemicals.csv
Sadhana Nitro Chem Ltd. - (Rights Entitlements (REs1)),SADHNA-RE,Chemicals,Chemicals,0.0,sectors\chemicals.csv
Bluegod Entertainment Ltd. - (Rights Entitlements (REs)),BLUGOD-RE,Chemicals,Fertilizers,0.0,sectors\chemicals.csv
Ultratech Cement Ltd.,ULTRACEMCO,Construction Materials,Cement & Construction Materials,345216.65,sectors\constructionmaterials.csv
Grasim Industries Ltd.,GRASIM,Construction Materials,Cement & Construction Materials,221120.63,sectors\constructionmaterials.csv
Ambuja Cements Ltd.,AMBUJACEM,Construction Materials,Cement & Construction Materials,103741.12,sectors\constructionmaterials.csv
Shree Cement Ltd.,SHREECEM,Construction Materials,Cement & Construction Materials,89179.88,sectors\constructionmaterials.csv
JK Cement Ltd.,JKCEMENT,Construction Materials,Cement & Construction Materials,40985.4,sectors\constructionmaterials.csv
Dalmia Bharat Ltd.,DALBHARAT,Construction Materials,Cement & Construction Materials,34555.28,sectors\constructionmaterials.csv
ACC Ltd.,ACC,Construction Materials,Cement & Construction Materials,24802.0,sectors\constructionmaterials.csv
Asahi India Glass Ltd.,ASAHIINDIA,Construction Materials,Glass,23935.11,sectors\constructionmaterials.csv
The Ramco Cements Ltd.,RAMCOCEM,Construction Materials,Cement & Construction Materials,21428.17,sectors\constructionmaterials.csv
Kajaria Ceramics Ltd.,KAJARIACER,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,19688.45,sectors\constructionmaterials.csv
JSW Cement Ltd.,JSWCEMENT,Construction Materials,Cement & Construction Materials,17730.56,sectors\constructionmaterials.csv
Century Plyboards (India) Ltd.,CENTURYPLY,Construction Materials,Wood & Wood Products,16809.61,sectors\constructionmaterials.csv
Nuvoco Vistas Corporation Ltd.,NUVOCO,Construction Materials,Cement & Construction Materials,11834.37,sectors\constructionmaterials.csv
The India Cements Ltd.,INDIACEM,Construction Materials,Cement & Construction Materials,11627.34,sectors\constructionmaterials.csv
Borosil Renewables Ltd.,BORORENEW,Construction Materials,Glass,8486.61,sectors\constructionmaterials.csv
Star Cement Ltd.,STARCEMENT,Construction Materials,Cement & Construction Materials,8077.55,sectors\constructionmaterials.csv
Cera Sanitaryware Ltd.,CERA,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,7605.55,sectors\constructionmaterials.csv
Birla Corporation Ltd.,BIRLACORPN,Construction Materials,Cement & Construction Materials,6973.22,sectors\constructionmaterials.csv
JK Lakshmi Cement Ltd.,JKLAKSHMI,Construction Materials,Cement & Construction Materials,6814.91,sectors\constructionmaterials.csv
Greenlam Industries Ltd.,GREENLAM,Construction Materials,Laminates/Decoratives,6413.14,sectors\constructionmaterials.csv
Stylam Industries Ltd.,STYLAMIND,Construction Materials,Laminates/Decoratives,6175.11,sectors\constructionmaterials.csv
Prism Johnson Ltd.,PRSMJOHNSN,Construction Materials,Cement & Construction Materials,5290.28,sectors\constructionmaterials.csv
Midwest Energy Ltd.,REMAGNET,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,4456.14,sectors\constructionmaterials.csv
Midwest Ltd.,MIDWESTLTD,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,4084.91,sectors\constructionmaterials.csv
Heidelberg Cement India Ltd.,HEIDELBERG,Construction Materials,Cement & Construction Materials,3589.55,sectors\constructionmaterials.csv
Greenply Industries Ltd.,GREENPLY,Construction Materials,Wood & Wood Products,3503.5,sectors\constructionmaterials.csv
Ramco Industries Ltd.,RAMCOIND,Construction Materials,Cement & Construction Materials,3105.89,sectors\constructionmaterials.csv
Pokarna Ltd.,POKARNA,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,2945.07,sectors\constructionmaterials.csv
Euro Pratik Sales Ltd.,EUROPRATIK,Construction Materials,Laminates/Decoratives,2905.03,sectors\constructionmaterials.csv
Orient Cement Ltd.,ORIENTCEM,Construction Materials,Cement & Construction Materials,2721.32,sectors\constructionmaterials.csv
Mangalam Cement Ltd.,MANGLMCEM,Construction Materials,Cement & Construction Materials,2461.15,sectors\constructionmaterials.csv
Nitco Ltd.,NITCO,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,2359.06,sectors\constructionmaterials.csv
Sagar Cements Ltd.,SAGCEM,Construction Materials,Cement & Construction Materials,2287.38,sectors\constructionmaterials.csv
Somany Ceramics Ltd.,SOMANYCERA,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,2147.23,sectors\constructionmaterials.csv
Greenpanel Industries Ltd.,GREENPANEL,Construction Materials,Wood & Wood Products,2140.46,sectors\constructionmaterials.csv
La Opala RG Ltd.,LAOPALA,Construction Materials,Glass,2132.86,sectors\constructionmaterials.csv
KCP Ltd.,KCP,Construction Materials,Cement & Construction Materials,2020.19,sectors\constructionmaterials.csv
Asian Granito India Ltd.,ASIANTILES,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,1500.16,sectors\constructionmaterials.csv
Borosil Scientific Ltd.,BOROSCI,Construction Materials,Glass,1191.95,sectors\constructionmaterials.csv
BirlaNu Ltd.,BIRLANU,Construction Materials,Cement & Construction Materials,1173.59,sectors\constructionmaterials.csv
Shree Digvijay Cement Company Ltd.,SHREDIGCEM,Construction Materials,Cement & Construction Materials,1066.46,sectors\constructionmaterials.csv
Visaka Industries Ltd.,VISAKAIND,Construction Materials,Cement & Construction Materials,825.51,sectors\constructionmaterials.csv
NCL Industries Ltd.,NCLIND,Construction Materials,Cement & Construction Materials,780.27,sectors\constructionmaterials.csv
Sejal Glass Ltd.,SEJALLTD,Construction Materials,Glass,775.2,sectors\constructionmaterials.csv
Deccan Cements Ltd.,DECCANCE,Construction Materials,Cement & Construction Materials,768.24,sectors\constructionmaterials.csv
Oriental Rail Infrastructure Ltd.,ORIRAIL,Construction Materials,Wood & Wood Products,737.31,sectors\constructionmaterials.csv
Everest Industries Ltd.,EVERESTIND,Construction Materials,Cement & Construction Materials,716.44,sectors\constructionmaterials.csv
Saurashtra Cement Ltd.,SAURASHCEM,Construction Materials,Cement & Construction Materials,670.62,sectors\constructionmaterials.csv
Haldyn Glass Ltd.,HALDYNGL,Construction Materials,Glass,666.52,sectors\constructionmaterials.csv
Bigbloc Construction Ltd.,BIGBLOC,Construction Materials,Cement & Construction Materials,635.39,sectors\constructionmaterials.csv
Orient Bell Ltd.,ORIENTBELL,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,514.87,sectors\constructionmaterials.csv
Rushil Decor Ltd.,RUSHIL,Construction Materials,Laminates/Decoratives,506.73,sectors\constructionmaterials.csv
Shiva Cement Ltd.,SHIVACEM,Construction Materials,Cement & Construction Materials,497.96,sectors\constructionmaterials.csv
Megamont Ltd.,MEGAMONT,Construction Materials,Wood & Wood Products,460.52,sectors\constructionmaterials.csv
Andhra Cements Ltd.,ACL,Construction Materials,Cement & Construction Materials,424.08,sectors\constructionmaterials.csv
Sahyadri Industries Ltd.,SAHYADRI,Construction Materials,Cement & Construction Materials,394.61,sectors\constructionmaterials.csv
Kesoram Industries Ltd.,KESORAMIND,Construction Materials,Cement & Construction Materials,368.45,sectors\constructionmaterials.csv
Clay Craft India Ltd.,CLAYCRAFT,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,332.42,sectors\constructionmaterials.csv
Marble City India Ltd.,MARBLE,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,315.88,sectors\constructionmaterials.csv
Anjani Portland Cement Ltd.,APCL,Construction Materials,Cement & Construction Materials,306.67,sectors\constructionmaterials.csv
Agarwal Toughened Glass India Ltd.,AGARWALTUF,Construction Materials,Glass,274.44,sectors\constructionmaterials.csv
Exxaro Tiles Ltd.,EXXARO,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,274.26,sectors\constructionmaterials.csv
Interiors & More Ltd.,INM,Construction Materials,Laminates/Decoratives,229.52,sectors\constructionmaterials.csv
Durlax Top Surface Ltd.,DURLAX,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,196.59,sectors\constructionmaterials.csv
Archidply Industries Ltd.,ARCHIDPLY,Construction Materials,Wood & Wood Products,184.72,sectors\constructionmaterials.csv
Murudeshwar Ceramics Ltd.,MURUDCERA,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,184.3,sectors\constructionmaterials.csv
Shri Keshav Cements & Infra Ltd.,SKCIL,Construction Materials,Cement & Construction Materials,178.72,sectors\constructionmaterials.csv
Glittek Granites Ltd.,GLITTEKG,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,175.62,sectors\constructionmaterials.csv
Esprit Stones Ltd.,ESPRIT,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,149.23,sectors\constructionmaterials.csv
Ecoboard Industries Ltd.,ECOBOAR,Construction Materials,Wood & Wood Products,146.9,sectors\constructionmaterials.csv
Kanoria Energy & Infrastructure Ltd.,KEIL,Construction Materials,Cement & Construction Materials,145.0,sectors\constructionmaterials.csv
The Western Indian Plywoods Ltd.,WIPL,Construction Materials,Laminates/Decoratives,142.57,sectors\constructionmaterials.csv
Global Surfaces Ltd.,GSLSU,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,137.95,sectors\constructionmaterials.csv
Airo Lam Ltd.,AIROLAM,Construction Materials,Laminates/Decoratives,130.95,sectors\constructionmaterials.csv
Duroply Industries Ltd.,DUROPLY,Construction Materials,Wood & Wood Products,109.73,sectors\constructionmaterials.csv
Manilam Industries India Ltd.,MANILAM,Construction Materials,Laminates/Decoratives,102.69,sectors\constructionmaterials.csv
Sylvan Plyboard (India) Ltd.,SYLVANPLY,Construction Materials,Wood & Wood Products,96.87,sectors\constructionmaterials.csv
Regency Ceramics Ltd.,REGENCERAM,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,96.25,sectors\constructionmaterials.csv
Pacific Industries Ltd.,PACIFICI,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,93.74,sectors\constructionmaterials.csv
Barak Valley Cements Ltd.,BVCL,Construction Materials,Cement & Construction Materials,90.43,sectors\constructionmaterials.csv
Kakatiya Cement Sugar & Industries Ltd.,KAKATCEM,Construction Materials,Cement & Construction Materials,85.24,sectors\constructionmaterials.csv
Panyam Cements & Mineral Industries Ltd.,PANCM,Construction Materials,Cement & Construction Materials,81.86,sectors\constructionmaterials.csv
Banaras Beads Ltd.,BANARBEADS,Construction Materials,Glass,74.49,sectors\constructionmaterials.csv
Milton Industries Ltd.,MILTON,Construction Materials,Laminates/Decoratives,65.6,sectors\constructionmaterials.csv
Alkosign Ltd.,ALKOSIGN,Construction Materials,Wood & Wood Products,65.08,sectors\constructionmaterials.csv
Restile Ceramics Ltd.,RESTILE,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,62.11,sectors\constructionmaterials.csv
